arch,init,seed,norm_theta,mean_absW,ln_r2_mean,stable_rank_mean,lens_power_mean,sv_entropy_mean
A,lognormal_jaynes,102,42.81278643139688,0.049224287547643915,0.9998428878691794,32.59519408287272,0.451150657102641,4.549409152344113
A,lognormal_jaynes,103,42.82258484720094,0.049182084859198644,0.9998291211514009,32.838244790113976,0.4531764044149608,4.548707475408282
A,lognormal_jaynes,104,42.820516695592616,0.049233256701269115,0.9998549690397293,32.85014272094765,0.4483331851356471,4.548474191776374
A,lognormal_jaynes,105,42.839029727594856,0.04915097986270074,0.9998323223053772,32.45239305817676,0.4504995384307296,4.548718011201905
A,lognormal_jaynes,106,42.694869942301466,0.04920719956570812,0.9998623702753532,33.0563539914906,0.4528868591003634,4.548143409375969
A,lognormal_jaynes,107,42.69000893678392,0.04915533264360952,0.999852078588841,32.56337766486577,0.44820037110213895,4.5480318785775316
A,lognormal_jaynes,108,42.77514284812575,0.04924676261401895,0.9998420061860972,32.71128558293385,0.4500581024139244,4.548884404216983
A,lognormal_jaynes,109,42.6312018432893,0.0491671697392841,0.9998397392302518,32.40405417268093,0.4481133508068505,4.547472900800681
A,lognormal_jaynes,110,42.866397663669666,0.04929212742452806,0.9998547212671782,32.71077040944802,0.4510814731394447,4.548202022304505
A,lognormal_jaynes,111,42.648635896251676,0.049148874904630636,0.9997788037496409,33.29630759229033,0.4544368847021448,4.549539679658622
A,lognormal_jaynes,112,42.78805222012776,0.0491730109679042,0.9998436246917267,32.42431638535458,0.4502502732126715,4.549108831974013
A,lognormal_jaynes,113,42.82537822943982,0.04925719856784357,0.9998307603523288,32.480119798209095,0.4491573636868329,4.548345323268723
A,lognormal_jaynes,114,42.81655417573013,0.04926406346745992,0.9998212169304218,32.60978465968413,0.4500948024470188,4.549152507768381
A,lognormal_jaynes,115,42.86371713378894,0.04937970233027225,0.9998251555371632,32.36568883726647,0.4477523138943935,4.549171468894063
A,lognormal_jaynes,116,42.838810896526525,0.049288709542261486,0.999855959269986,32.487108522224794,0.44923869529166993,4.548497348470219
A,lognormal_jaynes,117,42.76917080703076,0.049187253069513645,0.9998489116097348,32.78311736819079,0.45107116451395574,4.5493624990995
A,lognormal_jaynes,118,42.72117543554457,0.04919396701772478,0.9998227049563166,32.91713799956636,0.45197839727045525,4.5485261818824165
A,lognormal_jaynes,119,42.74136631020049,0.04916668949409057,0.9998540867812249,32.68988501928058,0.4503422165867796,4.549811520731004
B,pytorch_default,100,19.718059761501426,0.04144090624903747,0.8140422535782015,33.87142001737014,0.493900434844607,4.418674336305542
B,pytorch_default,101,19.771377493472475,0.041483190315889,0.8153735706995651,34.30325061837378,0.49309409165578266,4.420225243846945
B,pytorch_default,102,19.794109673289345,0.04168350223144001,0.8188462086551167,34.05295313539481,0.4980990829663873,4.421118732090441
B,pytorch_default,103,19.7580964741398,0.04165907538470303,0.8167004492889612,33.94319116385516,0.4996323286560191,4.419697163285192
B,pytorch_default,104,19.745082411546033,0.04153731849888163,0.8177113020055533,34.165924078628656,0.5027947065603107,4.42128326591479
B,pytorch_default,105,19.74136717891668,0.04144491284043806,0.8167824646512785,33.94327760350957,0.4977900355176496,4.419484038271227
B,pytorch_default,106,19.806317386924267,0.04165405243417389,0.8141279850116833,33.646260406740616,0.49393049703229275,4.417685170048868
B,pytorch_default,107,19.726815673707378,0.04156525281045715,0.8134637942337708,34.26222079384519,0.5027196479570214,4.419096983457153
B,pytorch_default,108,19.757496451688233,0.0415863658739257,0.812770721271632,34.525539551453825,0.5017163860156052,4.419269132081898
B,pytorch_default,109,19.746421914154052,0.041455880601876445,0.8127149283603785,34.076716726744145,0.5001889448832133,4.420205379440406
